네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 컴퓨터/IT
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 50대

"날짜","컴퓨터/IT"
"2021-11-06",14
"2021-11-07",20
"2021-11-08",23
"2021-11-09",22
"2021-11-10",20
"2021-11-11",21
"2021-11-12",9
"2021-11-13",10
"2021-11-14",8
"2021-11-15",18
"2021-11-16",14
"2021-11-17",6
"2021-11-18",8
"2021-11-19",10
"2021-11-20",8
"2021-11-21",12
"2021-11-22",11
"2021-11-23",16
"2021-11-24",19
"2021-11-25",16
"2021-11-26",11
"2021-11-27",15
"2021-11-28",19
"2021-11-29",20
"2021-11-30",23
"2021-12-01",16
"2021-12-02",23
"2021-12-03",10
"2021-12-04",8
"2021-12-05",5
"2021-12-06",21
"2021-12-07",16
"2021-12-08",22
"2021-12-09",12
"2021-12-10",8
"2021-12-11",16
"2021-12-12",20
"2021-12-13",11
"2021-12-14",29
"2021-12-15",44
"2021-12-16",16
"2021-12-17",9
"2021-12-18",14
"2021-12-19",18
"2021-12-20",14
"2021-12-21",17
"2021-12-22",19
"2021-12-23",14
"2021-12-24",13
"2021-12-25",13
"2021-12-26",19
"2021-12-27",21
"2021-12-28",9
"2021-12-29",8
"2021-12-30",18
"2021-12-31",10
"2022-01-01",7
"2022-01-02",34
"2022-01-03",29
"2022-01-04",15
"2022-01-05",32
"2022-01-06",25
"2022-01-07",20
"2022-01-08",12
"2022-01-09",6
"2022-01-10",20
"2022-01-11",21
"2022-01-12",20
"2022-01-13",17
"2022-01-14",22
"2022-01-15",14
"2022-01-16",15
"2022-01-17",13
"2022-01-18",32
"2022-01-19",17
"2022-01-20",21
"2022-01-21",17
"2022-01-22",12
"2022-01-23",48
"2022-01-24",22
"2022-01-25",17
"2022-01-26",14
"2022-01-27",22
"2022-01-28",16
"2022-01-29",10
"2022-01-30",14
"2022-01-31",17
"2022-02-01",21
"2022-02-02",26
"2022-02-03",21
"2022-02-04",22
"2022-02-05",10
"2022-02-06",14
"2022-02-07",21
"2022-02-08",14
"2022-02-09",33
"2022-02-10",29
"2022-02-11",17
"2022-02-12",16
"2022-02-13",11
"2022-02-14",22
"2022-02-15",34
"2022-02-16",23
"2022-02-17",23
"2022-02-18",23
"2022-02-19",20
"2022-02-20",23
"2022-02-21",23
"2022-02-22",29
"2022-02-23",21
"2022-02-24",20
"2022-02-25",26
"2022-02-26",14
"2022-02-27",17
"2022-02-28",28
"2022-03-01",26
"2022-03-02",56
"2022-03-03",87
"2022-03-04",71
"2022-03-05",78
"2022-03-06",49
"2022-03-07",100
"2022-03-08",86
"2022-03-09",54
"2022-03-10",72
"2022-03-11",68
"2022-03-12",47
"2022-03-13",51
"2022-03-14",49
"2022-03-15",47
"2022-03-16",40
"2022-03-17",43
"2022-03-18",38
"2022-03-19",23
"2022-03-20",19
"2022-03-21",47
"2022-03-22",35
"2022-03-23",38
"2022-03-24",25
"2022-03-25",24
"2022-03-26",13
"2022-03-27",17
"2022-03-28",34
"2022-03-29",19
"2022-03-30",40
"2022-03-31",10
"2022-04-01",11
"2022-04-02",9
"2022-04-03",23
"2022-04-04",22
"2022-04-05",37
"2022-04-06",41
"2022-04-07",25
"2022-04-08",22
"2022-04-09",8
"2022-04-10",11
"2022-04-11",13
"2022-04-12",16
"2022-04-13",24
"2022-04-14",17
"2022-04-15",14
"2022-04-16",17
"2022-04-17",7
"2022-04-18",20
"2022-04-19",25
"2022-04-20",9
"2022-04-21",13
"2022-04-22",9
"2022-04-23",8
"2022-04-24",20
"2022-04-25",15
"2022-04-26",20
"2022-04-27",15
"2022-04-28",28
"2022-04-29",18
"2022-04-30",9
"2022-05-01",7
"2022-05-02",13
"2022-05-03",19
"2022-05-04",10
"2022-05-05",13
"2022-05-06",12
"2022-05-07",5
"2022-05-08",4
"2022-05-09",18
"2022-05-10",15
"2022-05-11",13
"2022-05-12",18
"2022-05-13",14
"2022-05-14",10
"2022-05-15",8
"2022-05-16",18
"2022-05-17",13
"2022-05-18",21
"2022-05-19",14
"2022-05-20",13
"2022-05-21",4
"2022-05-22",9
"2022-05-23",14
"2022-05-24",11
"2022-05-25",18
"2022-05-26",34
"2022-05-27",7
"2022-05-28",10
"2022-05-29",8
"2022-05-30",15
"2022-05-31",7
"2022-06-01",10
"2022-06-02",17
"2022-06-03",15
"2022-06-04",16
"2022-06-05",19
"2022-06-06",14
"2022-06-07",13
"2022-06-08",12
"2022-06-09",13
"2022-06-10",12
"2022-06-11",22
"2022-06-12",11
"2022-06-13",7
"2022-06-14",27
"2022-06-15",8
"2022-06-16",20
"2022-06-17",18
"2022-06-18",11
"2022-06-19",16
"2022-06-20",21
"2022-06-21",15
"2022-06-22",7
"2022-06-23",19
"2022-06-24",16
"2022-06-25",5
"2022-06-26",9
"2022-06-27",13
"2022-06-28",11
"2022-06-29",13
"2022-06-30",22
"2022-07-01",7
"2022-07-02",16
"2022-07-03",20
"2022-07-04",20
"2022-07-05",14
"2022-07-06",13
"2022-07-07",10
"2022-07-08",4
"2022-07-09",0
