네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
패션의류
패션잡화
화장품/미용
조회기간 : 2022.06.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 10대

"날짜","패션의류","패션잡화","화장품/미용"
"2021-09-17",42,32,4
"2021-09-18",53,42,4
"2021-09-19",58,46,5
"2021-09-20",62,51,5
"2021-09-21",71,61,6
"2021-09-22",80,66,7
"2021-09-23",66,55,6
"2021-09-24",54,45,5
"2021-09-25",63,49,5
"2021-09-26",70,55,6
"2021-09-27",59,48,6
"2021-09-28",55,43,5
"2021-09-29",54,42,5
"2021-09-30",51,40,5
"2021-10-01",47,40,4
"2021-10-02",56,47,5
"2021-10-03",61,51,6
"2021-10-04",61,52,6
"2021-10-05",50,43,5
"2021-10-06",47,40,5
"2021-10-07",46,39,5
"2021-10-08",42,34,4
"2021-10-09",47,41,4
"2021-10-10",58,48,5
"2021-10-11",64,49,6
"2021-10-12",54,39,4
"2021-10-13",51,38,5
"2021-10-14",47,36,4
"2021-10-15",44,33,4
"2021-10-16",70,40,5
"2021-10-17",100,48,6
"2021-10-18",89,41,5
"2021-10-19",72,37,5
"2021-10-20",70,35,5
"2021-10-21",63,35,4
"2021-10-22",53,31,4
"2021-10-23",63,38,5
"2021-10-24",73,47,5
"2021-10-25",59,40,5
"2021-10-26",53,36,5
"2021-10-27",50,36,4
"2021-10-28",46,34,4
"2021-10-29",42,33,4
"2021-10-30",51,39,4
"2021-10-31",62,47,6
"2021-11-01",53,43,6
"2021-11-02",49,39,5
"2021-11-03",47,38,5
"2021-11-04",45,37,4
"2021-11-05",39,34,4
"2021-11-06",50,42,4
"2021-11-07",60,53,6
"2021-11-08",55,45,5
"2021-11-09",58,43,5
"2021-11-10",61,39,5
"2021-11-11",59,39,5
"2021-11-12",55,36,4
"2021-11-13",57,38,4
"2021-11-14",61,44,5
"2021-11-15",53,39,5
"2021-11-16",48,36,5
"2021-11-17",43,33,4
"2021-11-18",40,32,4
"2021-11-19",44,36,5
"2021-11-20",46,38,5
"2021-11-21",56,47,6
"2021-11-22",56,41,5
"2021-11-23",61,38,4
"2021-11-24",55,35,4
"2021-11-25",53,39,5
"2021-11-26",48,36,4
"2021-11-27",57,43,5
"2021-11-28",66,54,6
"2021-11-29",54,45,5
"2021-11-30",53,46,5
"2021-12-01",62,51,5
"2021-12-02",55,47,5
"2021-12-03",48,43,5
"2021-12-04",56,51,6
"2021-12-05",63,56,6
"2021-12-06",49,48,6
"2021-12-07",46,44,6
"2021-12-08",45,43,6
"2021-12-09",43,41,5
"2021-12-10",40,40,5
"2021-12-11",49,48,5
"2021-12-12",61,58,7
"2021-12-13",51,48,6
"2021-12-14",47,46,5
"2021-12-15",45,45,5
"2021-12-16",42,42,5
"2021-12-17",40,41,5
"2021-12-18",48,48,5
"2021-12-19",58,57,7
"2021-12-20",43,45,5
"2021-12-21",33,36,5
"2021-12-22",37,39,5
"2021-12-23",37,41,5
"2021-12-24",34,39,5
"2021-12-25",41,47,5
"2021-12-26",54,57,6
"2021-12-27",45,50,6
"2021-12-28",41,45,6
"2021-12-29",39,44,6
"2021-12-30",38,44,5
"2021-12-31",34,39,4
"2022-01-01",34,42,4
"2022-01-02",39,45,5
"2022-01-03",35,40,5
"2022-01-04",31,37,5
"2022-01-05",32,35,4
"2022-01-06",31,36,4
"2022-01-07",29,36,4
"2022-01-08",32,39,4
"2022-01-09",34,42,5
"2022-01-10",31,37,4
"2022-01-11",33,37,4
"2022-01-12",35,39,5
"2022-01-13",33,39,4
"2022-01-14",30,37,4
"2022-01-15",31,38,4
"2022-01-16",36,45,4
"2022-01-17",32,41,5
"2022-01-18",33,40,5
"2022-01-19",33,39,5
"2022-01-20",32,37,4
"2022-01-21",29,35,4
"2022-01-22",31,38,4
"2022-01-23",35,42,5
"2022-01-24",32,38,5
"2022-01-25",32,38,5
"2022-01-26",30,36,4
"2022-01-27",28,35,4
"2022-01-28",27,33,4
"2022-01-29",28,35,4
"2022-01-30",32,39,4
"2022-01-31",33,42,4
"2022-02-01",47,61,5
"2022-02-02",49,67,6
"2022-02-03",45,61,6
"2022-02-04",41,53,6
"2022-02-05",40,53,6
"2022-02-06",42,55,6
"2022-02-07",37,47,5
"2022-02-08",35,44,5
"2022-02-09",35,43,5
"2022-02-10",33,42,5
"2022-02-11",32,40,5
"2022-02-12",32,45,5
"2022-02-13",36,48,5
"2022-02-14",34,47,5
"2022-02-15",35,44,5
"2022-02-16",34,43,5
"2022-02-17",32,43,5
"2022-02-18",31,41,5
"2022-02-19",31,44,5
"2022-02-20",36,51,5
"2022-02-21",35,51,6
"2022-02-22",35,50,5
"2022-02-23",34,53,6
"2022-02-24",33,50,5
"2022-02-25",30,46,5
"2022-02-26",32,50,5
"2022-02-27",34,50,5
"2022-02-28",33,49,5
"2022-03-01",35,54,5
"2022-03-02",27,39,4
"2022-03-03",25,33,3
"2022-03-04",26,33,3
"2022-03-05",36,46,5
"2022-03-06",40,50,6
"2022-03-07",28,34,4
"2022-03-08",25,30,4
"2022-03-09",34,42,5
"2022-03-10",28,32,4
"2022-03-11",27,30,3
"2022-03-12",40,42,4
"2022-03-13",46,47,5
"2022-03-14",32,32,3
"2022-03-15",30,30,3
"2022-03-16",30,31,3
"2022-03-17",30,31,3
"2022-03-18",28,29,3
"2022-03-19",37,42,4
"2022-03-20",42,45,5
"2022-03-21",29,31,4
"2022-03-22",28,30,3
"2022-03-23",28,28,3
"2022-03-24",23,26,3
"2022-03-25",25,28,3
"2022-03-26",36,40,4
"2022-03-27",42,44,4
"2022-03-28",28,32,3
"2022-03-29",27,29,3
"2022-03-30",27,30,3
"2022-03-31",26,28,3
"2022-04-01",25,26,3
"2022-04-02",34,36,4
"2022-04-03",41,42,5
"2022-04-04",29,32,4
"2022-04-05",27,29,4
"2022-04-06",28,29,4
"2022-04-07",26,28,3
"2022-04-08",25,26,3
"2022-04-09",35,36,4
"2022-04-10",42,43,5
"2022-04-11",35,34,4
"2022-04-12",32,30,4
"2022-04-13",32,30,4
"2022-04-14",30,30,4
"2022-04-15",29,29,3
"2022-04-16",38,39,4
"2022-04-17",45,44,6
"2022-04-18",36,33,4
"2022-04-19",31,31,4
"2022-04-20",34,32,4
"2022-04-21",33,30,4
"2022-04-22",32,28,3
"2022-04-23",37,38,4
"2022-04-24",46,43,5
"2022-04-25",35,33,4
"2022-04-26",34,31,4
"2022-04-27",33,31,4
"2022-04-28",31,29,3
"2022-04-29",28,27,3
"2022-04-30",36,38,4
"2022-05-01",44,48,5
"2022-05-02",38,35,4
"2022-05-03",37,31,4
"2022-05-04",34,27,4
"2022-05-05",39,43,4
"2022-05-06",37,40,5
"2022-05-07",39,44,7
"2022-05-08",43,50,7
"2022-05-09",40,37,6
"2022-05-10",38,34,5
"2022-05-11",38,34,4
"2022-05-12",35,31,4
"2022-05-13",29,27,4
"2022-05-14",35,38,5
"2022-05-15",43,46,6
"2022-05-16",36,36,5
"2022-05-17",32,34,4
"2022-05-18",30,32,4
"2022-05-19",28,30,4
"2022-05-20",25,28,3
"2022-05-21",32,37,4
"2022-05-22",38,47,6
"2022-05-23",30,35,5
"2022-05-24",28,31,4
"2022-05-25",28,34,4
"2022-05-26",25,31,4
"2022-05-27",22,26,3
"2022-05-28",29,37,4
"2022-05-29",37,43,5
"2022-05-30",28,35,5
"2022-05-31",22,28,4
"2022-06-01",31,38,5
"2022-06-02",26,34,4
"2022-06-03",24,29,4
"2022-06-04",31,38,4
"2022-06-05",34,44,5
"2022-06-06",34,44,6
"2022-06-07",26,34,5
"2022-06-08",23,30,4
"2022-06-09",20,26,4
"2022-06-10",21,29,4
"2022-06-11",27,35,5
"2022-06-12",34,43,6
"2022-06-13",26,34,5
"2022-06-14",25,33,4
"2022-06-15",24,32,4
"2022-06-16",23,31,4
"2022-06-17",21,27,4
"2022-06-18",28,37,5
"2022-06-19",34,43,6
"2022-06-20",27,35,5
"2022-06-21",25,30,4
"2022-06-22",25,29,4
"2022-06-23",25,31,4
"2022-06-24",22,29,4
"2022-06-25",29,36,4
"2022-06-26",34,42,5
"2022-06-27",28,35,4
"2022-06-28",25,31,4
"2022-06-29",24,30,4
"2022-06-30",24,30,4
"2022-07-01",22,28,4
"2022-07-02",30,38,5
"2022-07-03",35,43,6
"2022-07-04",29,34,5
"2022-07-05",24,29,4
"2022-07-06",23,28,4
"2022-07-07",24,27,4
"2022-07-08",21,24,3
"2022-07-09",25,31,4
