네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
패션의류
패션잡화
화장품/미용
조회기간 : 2022.06.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 20대

"날짜","패션의류","패션잡화","화장품/미용"
"2022-02-28",41,54,21
"2022-03-01",50,65,25
"2022-03-02",43,56,23
"2022-03-03",38,50,23
"2022-03-04",36,47,21
"2022-03-05",41,52,22
"2022-03-06",50,60,25
"2022-03-07",41,51,23
"2022-03-08",38,46,20
"2022-03-09",45,52,24
"2022-03-10",39,46,19
"2022-03-11",37,45,18
"2022-03-12",44,53,18
"2022-03-13",53,61,22
"2022-03-14",43,53,21
"2022-03-15",41,49,19
"2022-03-16",41,49,19
"2022-03-17",39,48,19
"2022-03-18",36,44,18
"2022-03-19",41,49,18
"2022-03-20",49,57,20
"2022-03-21",42,49,20
"2022-03-22",39,46,19
"2022-03-23",38,45,18
"2022-03-24",36,42,17
"2022-03-25",33,41,17
"2022-03-26",38,46,17
"2022-03-27",46,53,19
"2022-03-28",40,46,19
"2022-03-29",38,43,18
"2022-03-30",37,42,18
"2022-03-31",34,40,17
"2022-04-01",33,38,17
"2022-04-02",35,42,17
"2022-04-03",42,49,19
"2022-04-04",39,45,19
"2022-04-05",38,43,19
"2022-04-06",37,42,19
"2022-04-07",34,40,18
"2022-04-08",31,36,16
"2022-04-09",34,40,17
"2022-04-10",42,48,19
"2022-04-11",42,47,21
"2022-04-12",42,46,20
"2022-04-13",38,46,21
"2022-04-14",35,42,19
"2022-04-15",31,39,17
"2022-04-16",35,43,17
"2022-04-17",43,51,20
"2022-04-18",39,46,20
"2022-04-19",37,43,20
"2022-04-20",36,43,19
"2022-04-21",34,41,19
"2022-04-22",31,38,17
"2022-04-23",35,42,17
"2022-04-24",43,51,20
"2022-04-25",41,47,22
"2022-04-26",40,47,21
"2022-04-27",38,45,20
"2022-04-28",35,43,20
"2022-04-29",30,40,19
"2022-04-30",33,43,19
"2022-05-01",43,55,25
"2022-05-02",39,50,25
"2022-05-03",35,46,23
"2022-05-04",31,41,21
"2022-05-05",35,46,22
"2022-05-06",33,43,22
"2022-05-07",35,45,21
"2022-05-08",43,55,25
"2022-05-09",38,47,25
"2022-05-10",38,46,24
"2022-05-11",38,45,24
"2022-05-12",35,42,23
"2022-05-13",31,38,21
"2022-05-14",34,41,20
"2022-05-15",41,50,23
"2022-05-16",39,47,24
"2022-05-17",38,45,23
"2022-05-18",36,43,22
"2022-05-19",33,40,20
"2022-05-20",30,37,18
"2022-05-21",32,40,18
"2022-05-22",42,49,22
"2022-05-23",39,46,22
"2022-05-24",39,45,21
"2022-05-25",37,42,21
"2022-05-26",33,39,19
"2022-05-27",29,35,17
"2022-05-28",30,39,16
"2022-05-29",39,48,19
"2022-05-30",36,44,20
"2022-05-31",32,39,18
"2022-06-01",39,48,21
"2022-06-02",35,44,24
"2022-06-03",31,39,21
"2022-06-04",32,41,20
"2022-06-05",37,46,21
"2022-06-06",40,50,24
"2022-06-07",36,44,24
"2022-06-08",33,41,25
"2022-06-09",32,40,21
"2022-06-10",29,38,18
"2022-06-11",32,40,18
"2022-06-12",40,49,21
"2022-06-13",37,47,21
"2022-06-14",34,44,20
"2022-06-15",33,43,20
"2022-06-16",31,39,19
"2022-06-17",28,36,18
"2022-06-18",30,38,18
"2022-06-19",38,47,22
"2022-06-20",38,45,22
"2022-06-21",38,43,20
"2022-06-22",36,43,20
"2022-06-23",33,44,19
"2022-06-24",28,38,17
"2022-06-25",30,40,17
"2022-06-26",38,48,19
"2022-06-27",36,46,21
"2022-06-28",35,43,20
"2022-06-29",34,43,19
"2022-06-30",32,47,19
"2022-07-01",30,40,19
"2022-07-02",32,42,18
"2022-07-03",41,52,21
"2022-07-04",38,48,22
"2022-07-05",37,46,21
"2022-07-06",37,44,21
"2022-07-07",34,41,20
"2022-07-08",29,36,17
"2022-07-09",31,38,17
