네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
패션의류
패션잡화
화장품/미용
조회기간 : 2022.06.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 40대

"날짜","패션의류","패션잡화","화장품/미용"
"2022-03-08",47,49,9
"2022-03-09",63,64,10
"2022-03-10",48,49,9
"2022-03-11",51,51,8
"2022-03-12",66,65,9
"2022-03-13",81,76,10
"2022-03-14",58,59,10
"2022-03-15",56,56,9
"2022-03-16",58,57,9
"2022-03-17",55,56,9
"2022-03-18",49,51,8
"2022-03-19",61,63,8
"2022-03-20",68,69,9
"2022-03-21",53,56,9
"2022-03-22",53,55,10
"2022-03-23",52,53,9
"2022-03-24",48,50,8
"2022-03-25",46,48,8
"2022-03-26",59,61,8
"2022-03-27",70,68,9
"2022-03-28",53,58,9
"2022-03-29",53,54,10
"2022-03-30",52,55,9
"2022-03-31",48,51,9
"2022-04-01",44,48,8
"2022-04-02",53,55,8
"2022-04-03",67,66,9
"2022-04-04",55,57,10
"2022-04-05",55,57,10
"2022-04-06",54,57,10
"2022-04-07",50,54,9
"2022-04-08",45,49,8
"2022-04-09",54,56,8
"2022-04-10",70,68,9
"2022-04-11",65,61,11
"2022-04-12",67,61,10
"2022-04-13",60,61,10
"2022-04-14",51,55,9
"2022-04-15",45,49,9
"2022-04-16",56,60,8
"2022-04-17",69,72,10
"2022-04-18",56,62,11
"2022-04-19",57,60,11
"2022-04-20",56,60,10
"2022-04-21",52,56,10
"2022-04-22",46,50,8
"2022-04-23",54,58,8
"2022-04-24",71,73,10
"2022-04-25",60,61,11
"2022-04-26",61,63,10
"2022-04-27",57,60,10
"2022-04-28",52,58,10
"2022-04-29",43,51,8
"2022-04-30",49,58,8
"2022-05-01",64,71,11
"2022-05-02",49,60,11
"2022-05-03",47,57,10
"2022-05-04",42,51,9
"2022-05-05",53,64,9
"2022-05-06",46,55,9
"2022-05-07",51,61,9
"2022-05-08",62,72,10
"2022-05-09",51,59,11
"2022-05-10",50,58,11
"2022-05-11",52,59,11
"2022-05-12",48,54,11
"2022-05-13",42,51,9
"2022-05-14",50,59,9
"2022-05-15",62,71,11
"2022-05-16",53,64,11
"2022-05-17",54,62,11
"2022-05-18",52,61,11
"2022-05-19",48,57,10
"2022-05-20",44,52,9
"2022-05-21",50,60,9
"2022-05-22",64,74,10
"2022-05-23",53,63,11
"2022-05-24",55,63,11
"2022-05-25",54,62,10
"2022-05-26",48,57,10
"2022-05-27",42,53,9
"2022-05-28",48,58,8
"2022-05-29",61,72,10
"2022-05-30",49,62,10
"2022-05-31",45,57,9
"2022-06-01",61,75,11
"2022-06-02",46,58,10
"2022-06-03",43,54,9
"2022-06-04",47,60,9
"2022-06-05",53,68,9
"2022-06-06",56,71,11
"2022-06-07",46,60,11
"2022-06-08",46,61,11
"2022-06-09",44,58,10
"2022-06-10",39,51,8
"2022-06-11",44,57,8
"2022-06-12",54,69,10
"2022-06-13",46,60,10
"2022-06-14",45,60,10
"2022-06-15",43,58,10
"2022-06-16",40,54,9
"2022-06-17",37,50,8
"2022-06-18",43,57,8
"2022-06-19",52,67,10
"2022-06-20",47,59,10
"2022-06-21",48,57,10
"2022-06-22",48,55,10
"2022-06-23",42,55,9
"2022-06-24",37,50,8
"2022-06-25",43,56,8
"2022-06-26",54,70,9
"2022-06-27",46,62,10
"2022-06-28",46,58,10
"2022-06-29",45,58,9
"2022-06-30",40,59,9
"2022-07-01",37,51,8
"2022-07-02",44,58,8
"2022-07-03",55,70,10
"2022-07-04",49,62,11
"2022-07-05",48,60,10
"2022-07-06",47,58,10
"2022-07-07",43,54,9
"2022-07-08",37,49,8
"2022-07-09",41,55,8
