네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
패션의류
패션잡화
화장품/미용
조회기간 : 2022.06.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 30대

"날짜","패션의류","패션잡화","화장품/미용"
"2022-04-26",59,52,18
"2022-04-27",56,51,18
"2022-04-28",50,48,17
"2022-04-29",41,42,15
"2022-04-30",45,45,15
"2022-05-01",58,56,20
"2022-05-02",51,50,20
"2022-05-03",48,47,20
"2022-05-04",43,43,17
"2022-05-05",48,48,17
"2022-05-06",45,45,17
"2022-05-07",48,47,16
"2022-05-08",57,56,20
"2022-05-09",54,50,21
"2022-05-10",55,50,20
"2022-05-11",56,51,20
"2022-05-12",52,47,19
"2022-05-13",45,43,17
"2022-05-14",49,45,16
"2022-05-15",60,55,19
"2022-05-16",56,51,20
"2022-05-17",57,51,19
"2022-05-18",55,50,18
"2022-05-19",51,46,18
"2022-05-20",45,42,15
"2022-05-21",48,45,15
"2022-05-22",61,55,18
"2022-05-23",58,51,19
"2022-05-24",59,51,18
"2022-05-25",56,50,18
"2022-05-26",50,46,17
"2022-05-27",44,41,15
"2022-05-28",46,44,14
"2022-05-29",57,53,17
"2022-05-30",52,48,17
"2022-05-31",47,44,16
"2022-06-01",60,56,19
"2022-06-02",53,50,20
"2022-06-03",45,43,17
"2022-06-04",48,44,15
"2022-06-05",53,50,17
"2022-06-06",58,55,20
"2022-06-07",52,49,19
"2022-06-08",51,47,20
"2022-06-09",49,45,18
"2022-06-10",42,40,15
"2022-06-11",45,43,15
"2022-06-12",57,53,17
"2022-06-13",52,50,18
"2022-06-14",51,48,18
"2022-06-15",48,46,17
"2022-06-16",44,43,16
"2022-06-17",40,39,14
"2022-06-18",43,41,14
"2022-06-19",54,50,17
"2022-06-20",52,48,18
"2022-06-21",54,47,17
"2022-06-22",52,46,16
"2022-06-23",47,46,16
"2022-06-24",40,39,14
"2022-06-25",43,42,13
"2022-06-26",54,51,16
"2022-06-27",51,48,17
"2022-06-28",50,45,17
"2022-06-29",49,45,16
"2022-06-30",45,46,15
"2022-07-01",41,40,15
"2022-07-02",45,44,14
"2022-07-03",57,54,17
"2022-07-04",53,49,18
"2022-07-05",53,47,17
"2022-07-06",52,45,17
"2022-07-07",48,42,16
"2022-07-08",40,36,13
"2022-07-09",43,39,13
