네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
패션의류
패션잡화
화장품/미용
조회기간 : 2022.06.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 40대

"날짜","패션의류","패션잡화","화장품/미용"
"2021-12-02",80,49,15
"2021-12-03",72,45,14
"2021-12-04",83,52,15
"2021-12-05",92,57,17
"2021-12-06",75,48,16
"2021-12-07",73,47,16
"2021-12-08",71,47,17
"2021-12-09",69,46,15
"2021-12-10",62,41,13
"2021-12-11",74,49,14
"2021-12-12",87,57,16
"2021-12-13",73,49,16
"2021-12-14",69,47,15
"2021-12-15",66,47,15
"2021-12-16",62,44,14
"2021-12-17",60,44,13
"2021-12-18",71,52,14
"2021-12-19",78,59,16
"2021-12-20",56,45,15
"2021-12-21",48,37,13
"2021-12-22",50,39,13
"2021-12-23",52,40,14
"2021-12-24",45,35,11
"2021-12-25",60,46,13
"2021-12-26",73,53,16
"2021-12-27",62,47,15
"2021-12-28",60,45,15
"2021-12-29",58,44,15
"2021-12-30",55,42,14
"2021-12-31",48,38,12
"2022-01-01",58,46,15
"2022-01-02",68,53,18
"2022-01-03",57,44,17
"2022-01-04",58,45,17
"2022-01-05",59,45,17
"2022-01-06",56,43,17
"2022-01-07",53,42,15
"2022-01-08",64,51,17
"2022-01-09",72,56,19
"2022-01-10",56,45,17
"2022-01-11",60,45,18
"2022-01-12",59,46,18
"2022-01-13",59,45,17
"2022-01-14",53,41,16
"2022-01-15",63,51,17
"2022-01-16",71,57,19
"2022-01-17",60,46,18
"2022-01-18",58,44,17
"2022-01-19",58,45,17
"2022-01-20",55,43,16
"2022-01-21",51,40,15
"2022-01-22",62,50,16
"2022-01-23",69,55,19
"2022-01-24",54,44,17
"2022-01-25",51,41,16
"2022-01-26",48,38,15
"2022-01-27",43,36,13
"2022-01-28",39,34,11
"2022-01-29",49,41,13
"2022-01-30",49,41,13
"2022-01-31",43,38,13
"2022-02-01",46,41,15
"2022-02-02",57,51,19
"2022-02-03",50,46,19
"2022-02-04",50,44,18
"2022-02-05",62,56,20
"2022-02-06",66,57,21
"2022-02-07",51,44,18
"2022-02-08",50,42,18
"2022-02-09",50,43,18
"2022-02-10",49,42,16
"2022-02-11",48,41,15
"2022-02-12",59,50,16
"2022-02-13",65,55,19
"2022-02-14",51,44,17
"2022-02-15",50,42,16
"2022-02-16",48,42,16
"2022-02-17",45,40,16
"2022-02-18",45,40,14
"2022-02-19",57,51,16
"2022-02-20",66,57,18
"2022-02-21",50,47,17
"2022-02-22",49,45,16
"2022-02-23",49,46,16
"2022-02-24",47,45,15
"2022-02-25",45,43,14
"2022-02-26",59,52,15
"2022-02-27",64,58,16
"2022-02-28",50,46,14
"2022-03-01",68,60,18
"2022-03-02",50,46,15
"2022-03-03",50,42,14
"2022-03-04",51,43,14
"2022-03-05",64,51,15
"2022-03-06",71,56,17
"2022-03-07",55,43,15
"2022-03-08",54,42,14
"2022-03-09",72,55,17
"2022-03-10",56,42,13
"2022-03-11",56,42,13
"2022-03-12",73,55,14
"2022-03-13",80,59,15
"2022-03-14",60,47,14
"2022-03-15",61,45,13
"2022-03-16",63,47,14
"2022-03-17",60,46,13
"2022-03-18",55,43,13
"2022-03-19",68,53,14
"2022-03-20",73,55,15
"2022-03-21",58,44,14
"2022-03-22",58,45,14
"2022-03-23",60,44,14
"2022-03-24",58,44,13
"2022-03-25",54,42,12
"2022-03-26",67,51,13
"2022-03-27",73,55,15
"2022-03-28",59,46,14
"2022-03-29",60,44,15
"2022-03-30",61,46,14
"2022-03-31",55,43,13
"2022-04-01",53,41,13
"2022-04-02",63,49,13
"2022-04-03",72,54,15
"2022-04-04",62,47,15
"2022-04-05",62,47,15
"2022-04-06",63,47,15
"2022-04-07",59,46,14
"2022-04-08",54,43,13
"2022-04-09",64,49,13
"2022-04-10",75,57,15
"2022-04-11",67,51,15
"2022-04-12",71,53,15
"2022-04-13",67,54,16
"2022-04-14",58,48,15
"2022-04-15",54,44,13
"2022-04-16",66,52,14
"2022-04-17",74,59,16
"2022-04-18",63,51,16
"2022-04-19",67,52,17
"2022-04-20",66,52,16
"2022-04-21",63,50,16
"2022-04-22",57,46,14
"2022-04-23",66,54,14
"2022-04-24",77,63,16
"2022-04-25",65,54,16
"2022-04-26",70,56,16
"2022-04-27",67,55,16
"2022-04-28",63,52,15
"2022-04-29",52,46,13
"2022-04-30",59,52,14
"2022-05-01",69,60,19
"2022-05-02",57,50,18
"2022-05-03",57,49,17
"2022-05-04",53,46,15
"2022-05-05",61,55,15
"2022-05-06",55,48,15
"2022-05-07",60,52,15
"2022-05-08",68,60,18
"2022-05-09",60,52,18
"2022-05-10",64,53,18
"2022-05-11",67,54,18
"2022-05-12",64,51,18
"2022-05-13",57,48,15
"2022-05-14",66,54,15
"2022-05-15",74,62,18
"2022-05-16",64,53,18
"2022-05-17",68,54,18
"2022-05-18",67,55,17
"2022-05-19",63,51,16
"2022-05-20",57,48,14
"2022-05-21",64,54,15
"2022-05-22",75,63,17
"2022-05-23",67,55,17
"2022-05-24",69,56,17
"2022-05-25",67,56,16
"2022-05-26",61,52,15
"2022-05-27",55,48,14
"2022-05-28",62,54,13
"2022-05-29",71,61,16
"2022-05-30",60,52,15
"2022-05-31",58,50,14
"2022-06-01",76,65,18
"2022-06-02",62,55,17
"2022-06-03",57,49,15
"2022-06-04",63,53,14
"2022-06-05",69,60,15
"2022-06-06",70,61,17
"2022-06-07",59,53,17
"2022-06-08",60,52,17
"2022-06-09",59,51,16
"2022-06-10",54,46,14
"2022-06-11",60,52,14
"2022-06-12",70,60,16
"2022-06-13",59,53,16
"2022-06-14",60,52,16
"2022-06-15",57,50,15
"2022-06-16",54,48,15
"2022-06-17",51,45,13
"2022-06-18",59,50,13
"2022-06-19",67,56,16
"2022-06-20",60,50,16
"2022-06-21",63,50,15
"2022-06-22",63,50,15
"2022-06-23",58,50,14
"2022-06-24",50,44,13
"2022-06-25",59,50,13
"2022-06-26",68,58,15
"2022-06-27",59,51,15
"2022-06-28",60,49,15
"2022-06-29",60,49,14
"2022-06-30",56,50,13
"2022-07-01",52,44,13
"2022-07-02",62,51,13
"2022-07-03",71,59,15
"2022-07-04",63,51,15
"2022-07-05",63,49,16
"2022-07-06",63,49,15
"2022-07-07",58,46,14
"2022-07-08",52,41,12
"2022-07-09",58,46,12
