네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
패션의류
패션잡화
화장품/미용
조회기간 : 2022.06.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 50대

"날짜","패션의류","패션잡화","화장품/미용"
"2021-09-15",32,41,9
"2021-09-16",33,41,9
"2021-09-17",31,39,8
"2021-09-18",36,46,8
"2021-09-19",39,49,8
"2021-09-20",35,45,7
"2021-09-21",36,45,8
"2021-09-22",46,56,11
"2021-09-23",43,52,12
"2021-09-24",41,49,11
"2021-09-25",51,55,10
"2021-09-26",56,59,11
"2021-09-27",46,50,11
"2021-09-28",45,50,11
"2021-09-29",45,50,11
"2021-09-30",42,46,10
"2021-10-01",40,46,10
"2021-10-02",48,53,10
"2021-10-03",53,58,11
"2021-10-04",55,60,12
"2021-10-05",44,51,11
"2021-10-06",45,50,11
"2021-10-07",44,49,10
"2021-10-08",42,45,9
"2021-10-09",49,53,9
"2021-10-10",58,60,10
"2021-10-11",65,59,11
"2021-10-12",57,51,11
"2021-10-13",55,49,10
"2021-10-14",54,48,10
"2021-10-15",52,47,9
"2021-10-16",72,54,9
"2021-10-17",94,63,11
"2021-10-18",80,53,11
"2021-10-19",77,53,12
"2021-10-20",77,51,11
"2021-10-21",73,51,11
"2021-10-22",67,47,10
"2021-10-23",76,53,10
"2021-10-24",89,62,11
"2021-10-25",74,53,12
"2021-10-26",72,53,12
"2021-10-27",67,52,11
"2021-10-28",63,50,11
"2021-10-29",61,48,10
"2021-10-30",71,55,10
"2021-10-31",81,62,12
"2021-11-01",71,55,13
"2021-11-02",68,53,12
"2021-11-03",67,52,12
"2021-11-04",65,52,12
"2021-11-05",59,47,10
"2021-11-06",70,54,10
"2021-11-07",84,62,12
"2021-11-08",79,60,12
"2021-11-09",84,58,12
"2021-11-10",81,57,11
"2021-11-11",78,56,11
"2021-11-12",70,50,10
"2021-11-13",72,49,9
"2021-11-14",79,55,10
"2021-11-15",62,48,11
"2021-11-16",62,46,10
"2021-11-17",59,45,10
"2021-11-18",59,45,9
"2021-11-19",63,49,11
"2021-11-20",73,56,10
"2021-11-21",84,65,12
"2021-11-22",80,57,12
"2021-11-23",83,60,12
"2021-11-24",78,58,12
"2021-11-25",72,53,12
"2021-11-26",67,50,10
"2021-11-27",77,57,10
"2021-11-28",95,67,13
"2021-11-29",74,57,13
"2021-11-30",77,61,13
"2021-12-01",83,63,13
"2021-12-02",78,59,13
"2021-12-03",73,56,12
"2021-12-04",87,64,12
"2021-12-05",100,71,15
"2021-12-06",77,60,16
"2021-12-07",73,60,15
"2021-12-08",69,59,15
"2021-12-09",67,57,13
"2021-12-10",62,53,12
"2021-12-11",74,61,12
"2021-12-12",92,72,14
"2021-12-13",74,61,14
"2021-12-14",69,59,13
"2021-12-15",65,57,13
"2021-12-16",61,55,12
"2021-12-17",63,54,11
"2021-12-18",76,66,12
"2021-12-19",87,75,14
"2021-12-20",59,56,13
"2021-12-21",50,47,12
"2021-12-22",52,51,12
"2021-12-23",56,54,13
"2021-12-24",53,50,11
"2021-12-25",73,68,12
"2021-12-26",85,75,14
"2021-12-27",66,63,13
"2021-12-28",62,59,13
"2021-12-29",61,57,13
"2021-12-30",60,55,13
"2021-12-31",54,51,11
"2022-01-01",74,73,14
"2022-01-02",83,80,17
"2022-01-03",67,67,16
"2022-01-04",66,65,16
"2022-01-05",64,63,16
"2022-01-06",60,60,16
"2022-01-07",58,58,14
"2022-01-08",71,71,15
"2022-01-09",80,79,18
"2022-01-10",60,62,16
"2022-01-11",64,64,17
"2022-01-12",62,64,17
"2022-01-13",62,63,16
"2022-01-14",56,56,14
"2022-01-15",67,70,16
"2022-01-16",78,80,17
"2022-01-17",62,63,16
"2022-01-18",57,60,16
"2022-01-19",58,61,15
"2022-01-20",53,58,15
"2022-01-21",50,54,14
"2022-01-22",60,67,14
"2022-01-23",71,75,17
"2022-01-24",52,61,15
"2022-01-25",50,55,14
"2022-01-26",45,53,14
"2022-01-27",40,48,12
"2022-01-28",41,47,10
"2022-01-29",51,58,12
"2022-01-30",55,61,12
"2022-01-31",49,59,11
"2022-02-01",50,61,13
"2022-02-02",59,70,17
"2022-02-03",51,63,17
"2022-02-04",50,60,16
"2022-02-05",61,73,17
"2022-02-06",68,74,18
"2022-02-07",50,59,17
"2022-02-08",48,58,17
"2022-02-09",48,58,16
"2022-02-10",44,56,15
"2022-02-11",44,54,13
"2022-02-12",55,65,14
"2022-02-13",63,74,16
"2022-02-14",48,58,16
"2022-02-15",49,59,15
"2022-02-16",48,57,15
"2022-02-17",47,55,15
"2022-02-18",44,54,14
"2022-02-19",55,64,15
"2022-02-20",64,76,17
"2022-02-21",50,60,16
"2022-02-22",47,57,15
"2022-02-23",49,60,15
"2022-02-24",46,57,14
"2022-02-25",44,54,13
"2022-02-26",56,66,13
"2022-02-27",62,72,15
"2022-02-28",49,59,14
"2022-03-01",67,78,17
"2022-03-02",51,61,15
"2022-03-03",51,58,13
"2022-03-04",49,56,13
"2022-03-05",62,69,13
"2022-03-06",71,79,15
"2022-03-07",53,59,14
"2022-03-08",52,57,13
"2022-03-09",64,68,14
"2022-03-10",50,53,12
"2022-03-11",55,58,12
"2022-03-12",73,72,13
"2022-03-13",86,81,14
"2022-03-14",63,65,14
"2022-03-15",59,61,13
"2022-03-16",61,63,13
"2022-03-17",61,63,13
"2022-03-18",55,61,12
"2022-03-19",70,76,13
"2022-03-20",73,77,14
"2022-03-21",57,63,13
"2022-03-22",57,61,14
"2022-03-23",57,60,13
"2022-03-24",55,57,12
"2022-03-25",52,56,12
"2022-03-26",67,70,12
"2022-03-27",74,76,14
"2022-03-28",58,65,14
"2022-03-29",58,63,14
"2022-03-30",60,64,14
"2022-03-31",56,61,13
"2022-04-01",53,56,13
"2022-04-02",62,66,13
"2022-04-03",75,75,14
"2022-04-04",62,65,14
"2022-04-05",60,66,14
"2022-04-06",61,65,14
"2022-04-07",60,61,14
"2022-04-08",54,58,12
"2022-04-09",65,67,12
"2022-04-10",78,79,14
"2022-04-11",73,70,15
"2022-04-12",73,70,14
"2022-04-13",69,70,15
"2022-04-14",61,63,14
"2022-04-15",55,59,13
"2022-04-16",66,70,13
"2022-04-17",78,82,15
"2022-04-18",65,71,16
"2022-04-19",65,68,15
"2022-04-20",65,70,15
"2022-04-21",61,68,14
"2022-04-22",57,62,13
"2022-04-23",66,71,13
"2022-04-24",81,85,15
"2022-04-25",68,70,16
"2022-04-26",70,73,15
"2022-04-27",65,70,15
"2022-04-28",62,67,14
"2022-04-29",54,61,13
"2022-04-30",61,71,13
"2022-05-01",76,83,16
"2022-05-02",58,70,16
"2022-05-03",58,67,15
"2022-05-04",54,63,14
"2022-05-05",67,78,14
"2022-05-06",58,68,14
"2022-05-07",63,74,13
"2022-05-08",72,83,16
"2022-05-09",58,69,15
"2022-05-10",59,68,15
"2022-05-11",62,70,16
"2022-05-12",59,65,16
"2022-05-13",55,62,13
"2022-05-14",63,72,14
"2022-05-15",74,86,17
"2022-05-16",63,77,17
"2022-05-17",61,72,17
"2022-05-18",61,73,16
"2022-05-19",58,69,15
"2022-05-20",54,65,14
"2022-05-21",63,72,14
"2022-05-22",77,87,15
"2022-05-23",63,75,16
"2022-05-24",65,74,16
"2022-05-25",64,72,15
"2022-05-26",59,69,14
"2022-05-27",53,65,13
"2022-05-28",60,73,12
"2022-05-29",72,85,15
"2022-05-30",58,74,15
"2022-05-31",54,71,14
"2022-06-01",71,88,16
"2022-06-02",54,69,15
"2022-06-03",53,66,14
"2022-06-04",61,75,13
"2022-06-05",69,87,14
"2022-06-06",69,89,16
"2022-06-07",54,72,16
"2022-06-08",55,73,16
"2022-06-09",53,69,14
"2022-06-10",48,64,12
"2022-06-11",54,71,13
"2022-06-12",66,84,15
"2022-06-13",55,74,15
"2022-06-14",55,72,15
"2022-06-15",52,70,14
"2022-06-16",49,65,14
"2022-06-17",46,64,12
"2022-06-18",55,70,12
"2022-06-19",64,80,14
"2022-06-20",55,70,15
"2022-06-21",56,67,14
"2022-06-22",57,68,14
"2022-06-23",53,67,13
"2022-06-24",47,64,12
"2022-06-25",54,69,12
"2022-06-26",65,83,13
"2022-06-27",55,72,14
"2022-06-28",54,68,14
"2022-06-29",54,69,13
"2022-06-30",51,70,13
"2022-07-01",49,63,12
"2022-07-02",56,72,12
"2022-07-03",67,82,14
"2022-07-04",57,72,15
"2022-07-05",57,70,14
"2022-07-06",56,68,13
"2022-07-07",53,64,13
"2022-07-08",47,59,11
"2022-07-09",55,68,11
